-25.000008, -0.251168, 19.992108, -24.999997, -0.000009, 20.000000, -25.000000, 0.000009, 11.999994
-0.000000, -12.594928, 21.867496, -1.530623, -11.748283, 22.408077, -1.530621, -12.355278, 21.679737
-2.828213, -1.105571, 21.105208, -1.530627, -1.001054, 20.244497, -2.828221, -1.653317, 21.021854
-8.811211, -1.147970, 7.806056, -8.754576, -2.121155, 6.858760, -8.324486, -2.121167, 7.374851
7.160479, 2.771422, 3.222676, 8.207311, 2.999773, 3.693817, 7.341989, 2.771430, 2.784450
1.530610, 13.431947, 20.119906, 0.000009, 14.167302, 19.435580, 0.000005, 13.692506, 20.277404
1.879161, 2.771431, 7.624087, 2.153893, 2.999771, 8.738690, 2.336064, 2.771425, 7.496716
-3.695244, 7.403190, 4.596822, -2.828223, 6.485649, 5.514361, -3.695239, 7.836673, 5.057308
-7.407034, 2.999769, -5.112714, -7.988491, 2.771439, -6.258586, -8.351803, 2.771436, -5.764837
-7.702223, -2.999784, -4.656156, -6.719809, -2.771436, -4.062269, -7.969313, -2.999768, -4.182603
-0.376082, 1.147965, 6.217433, -0.415344, 2.121170, 6.866514, 0.000003, 1.147970, 6.228785
0.000000, -2.837045, 4.519310, 1.530616, -3.408503, 4.426621, 1.530615, -2.945011, 4.234626
-0.000008, 4.139003, 18.846768, 1.530617, 4.717817, 18.834920, 1.530628, 4.296522, 19.107312
-2.871779, -0.000004, -11.651295, -2.817135, -1.147970, -11.429600, -3.570044, -0.000008, -11.456654
2.828211, 1.105571, 21.105206, 3.695233, 1.261978, 22.393347, 2.828205, 0.553805, 21.155351
9.981960, 2.771432, 1.829256, 10.798218, 2.121156, 2.661517, 10.939216, 2.121151, 2.004694
-0.750806, 1.147964, 6.183378, -1.239990, 2.121160, 6.766390, -0.829174, 2.121151, 6.828908
-1.239990, 2.121169, -6.766382, -1.415407, 2.771421, -7.723642, -1.646261, 2.121164, -6.679179
-1.646267, 2.121161, -6.679178, -1.879167, 2.771426, -7.624090, -2.046539, 2.121164, -6.567590
-1.530623, -4.669474, -2.984865, -2.828207, -4.411535, -2.157102, -1.530625, -3.756194, -3.239452
